1.010302353158679125e+02,2.283151310224814097e+02
1.118659287203018380e+02,2.433343004387112103e+02
9.070789630757084865e+01,2.557751112707005063e+02
9.539909976995909346e+01,2.706901503527643627e+02
1.007126579289464985e+02,2.867402398445761378e+02
8.965702733925346024e+01,2.986390537898767548e+02
8.948870454323451895e+01,3.139686242180392810e+02
8.349420632540437737e+01,3.273033741762150157e+02
6.732946519266604923e+01,3.350258032154505941e+02
5.516290148919549097e+01,3.437539313965825158e+02
4.967713372142810613e+01,3.565320734346853442e+02
3.862072933416143883e+01,3.651589454320645700e+02
2.402441040904022884e+01,3.698979514029827556e+02
3.474645382334099963e+01,4.006844754780186122e+02
4.717074697618016899e+00,3.873231837010359868e+02
1.610961411438466939e+01,4.257222769189676228e+02
-9.290461360275699576e+00,4.139384785621712126e+02
-2.011730672419912480e+01,4.230681034171054762e+02
-3.781615125191501647e+01,4.180460925777952070e+02
-4.324516912992399398e+01,4.409033777680750177e+02
-5.880836719437856175e+01,4.394630423730508824e+02
-7.157326016580165629e+01,4.463311665962003758e+02
-8.698009724013482469e+01,4.408933803749939671e+02
-9.913274789707865864e+01,4.554439968816025726e+02
-1.142099666344666389e+02,4.435607272444726163e+02
-1.280255489296289113e+02,4.528033799074033254e+02
-1.425599998919979043e+02,4.559455874255544927e+02
-1.583687409132606945e+02,4.641321090824066005e+02
-1.719350766871664860e+02,4.551896519038760971e+02
-1.843207615261855494e+02,4.448207187049563345e+02
-1.976118555810213024e+02,4.396637767110133836e+02
-2.121107798184286821e+02,4.375631632975150183e+02
-2.272186018664862104e+02,4.356444778945717644e+02
-2.326062426758828678e+02,4.156240669218594235e+02
-2.533943330542703620e+02,4.221048732902872302e+02
-2.542812073321528601e+02,3.988937675723663574e+02
-2.739628301068499354e+02,4.008466959096388109e+02
-2.852015212976432394e+02,3.916240958532959553e+02
-2.861955982943512709e+02,3.730128029008080262e+02
-2.882022001779444054e+02,3.570807639418377448e+02
-3.065643968168280935e+02,3.536825157505374477e+02
-2.938551623481973252e+02,3.297305296628245515e+02
-3.217361429966123296e+02,3.300163098189339053e+02
-3.179880294703753520e+02,3.130102797832300894e+02
