-2.875002581167120752e+02,-3.345376127070525740e+02
-2.820654448399554894e+02,-3.264483612781090187e+02
-2.830777987516912617e+02,-3.184069674044679914e+02
-2.895013552666674741e+02,-3.109115618598311244e+02
-2.849556664413463523e+02,-3.023852505326239566e+02
-2.787574537991983448e+02,-2.932389056617853953e+02
-2.866033943938160178e+02,-2.862994640022294561e+02
-2.879387695629445147e+02,-2.783112560543070799e+02
-2.970572067509789349e+02,-2.723026481960571914e+02
-2.786065139245947080e+02,-2.587239364196203155e+02
-3.010319344655518989e+02,-2.570688498461002496e+02
-3.112641748577927387e+02,-2.523968558528338235e+02
-2.951809165690394821e+02,-2.377938735217194335e+02
-3.055082123692520213e+02,-2.332833504700919605e+02
-3.101816962415866783e+02,-2.266327986766282265e+02
-3.154282797590601604e+02,-2.203738252392562913e+02
-3.022207260197016012e+02,-2.040397243157563594e+02
-3.168881635346120902e+02,-2.028620668297063219e+02
-3.198394085821257704e+02,-1.951014561435122801e+02
-3.269063355554550867e+02,-1.900266976331074602e+02
-3.308799086580996800e+02,-1.829216878671295490e+02
-3.286539162184646443e+02,-1.708957239462768598e+02
-3.440625744072100360e+02,-1.728093992754972419e+02
-3.564792034694348786e+02,-1.731689589583692452e+02
-3.481535083136549815e+02,-1.547294874711338366e+02
-3.560168850443704969e+02,-1.509291549544823283e+02
-3.640233950572097683e+02,-1.475456341253710093e+02
-3.681033086931166736e+02,-1.399557830817106208e+02
-3.785988986965351160e+02,-1.398896326732881903e+02
-3.829152241551099678e+02,-1.324657217639896487e+02
-3.900836420721842615e+02,-1.286545881335643742e+02
-3.987094845254621873e+02,-1.271342962659280715e+02
-3.977542724775529450e+02,-1.107686302713722455e+02
-4.153887501460624208e+02,-1.244153061846465107e+02
-4.076836004806591518e+02,-9.411453693890393879e+01
-4.206679707132734052e+02,-1.007189470111007665e+02
-4.370431759140358849e+02,-1.163978101614923446e+02
-4.391099257260349304e+02,-1.018769698369751495e+02
-4.463427461799328171e+02,-9.845068566101411989e+01
-4.523487244517979207e+02,-9.144145826003605748e+01
-4.634139409636663913e+02,-9.938363759374638562e+01
-4.686458125004713224e+02,-8.927915955036419859e+01
-4.767197331947385237e+02,-8.839491244567079775e+01
-4.855639168709977298e+02,-9.139773247480684404e+01
-4.934666845934011121e+02,-9.095262580113347894e+01
-4.990323460763307821e+02,-7.545923190152154802e+01
-5.097021341027937638e+02,-9.512907875145953085e+01
-5.157655739822420173e+02,-7.701918391694465527e+01
-5.237650139960069282e+02,-7.388673980577959810e+01
-5.321930383684019716e+02,-8.168780644449816464e+01
-5.401952333624574294e+02,-7.945739336144310982e+01
-5.485974747766730388e+02,-7.076603637196529917e+01
-5.558582282817119449e+02,-8.613538402596284982e+01
-5.637756856952203179e+02,-8.599596204621238371e+01
-5.717226602309917780e+02,-8.608608750495736217e+01
-5.817415235111263883e+02,-7.416440261525519873e+01
-5.901385623931812461e+02,-7.467326308440851790e+01
-5.934362692017841709e+02,-9.738747092420109652e+01
-6.058445294497645364e+02,-8.068120475295376082e+01
-6.133931852113378227e+02,-8.437894253094677310e+01
-6.231219557028066447e+02,-8.130556806555432559e+01
-6.278227524954597811e+02,-9.287757472071416487e+01
-6.341112449189151903e+02,-9.900905968754065611e+01
-6.453645827591599300e+02,-9.345964077714424434e+01
-6.513688338326793428e+02,-1.001785671480430437e+02
-6.644385135432644347e+02,-9.290679337437367735e+01
-6.669528258467595379e+02,-1.059776100881298646e+02
-6.707666164295992530e+02,-1.156659322532151748e+02
-6.718229222790578206e+02,-1.288667141910764542e+02
-6.809590061643290255e+02,-1.292924603503574303e+02
-6.832855996801724814e+02,-1.393911809676426685e+02
-6.954462452531975032e+02,-1.364191880025092871e+02
-7.075208167681259965e+02,-1.345150969422340097e+02
-7.087680895502314797e+02,-1.454827826029971902e+02
-7.203361848396348250e+02,-1.450483274348624718e+02
-7.223116026412391193e+02,-1.547171750858842927e+02
-7.235287683925796500e+02,-1.646235641056601082e+02
-7.317764102955967473e+02,-1.679992371385907290e+02
-7.393311806354911369e+02,-1.722625045827873009e+02
-7.422293517862146928e+02,-1.802991751031723879e+02
-7.470715867747310313e+02,-1.867645857801807381e+02
-7.454945124117880368e+02,-1.974901720407084724e+02
-7.520060851139323859e+02,-2.026919292353729247e+02
-7.747367744088259087e+02,-1.987911189329634851e+02
-7.716314608342061092e+02,-2.102000042715823156e+02
-7.560481145487237882e+02,-2.271868674883660901e+02
-7.528227173892951214e+02,-2.370722501605326897e+02
-7.738352772492714848e+02,-2.363814542355326296e+02
-7.829284277792803550e+02,-2.415474123669852702e+02
-7.750504072309026924e+02,-2.530004229513832001e+02
-7.892885166761973323e+02,-2.568746463371899154e+02
-7.841945352766340420e+02,-2.668811666598218721e+02
-7.844757318865844127e+02,-2.750991417562837569e+02
-7.934284570652109778e+02,-2.814053444412452905e+02
-7.848295946722013241e+02,-2.912699530074521590e+02
-7.880141517574351155e+02,-2.988000966643423340e+02
-7.966261086643031604e+02,-3.058605369708210446e+02
-7.918075609863309410e+02,-3.144761045542469446e+02
-8.078184372705422902e+02,-3.217578747027549753e+02
-7.983690894789924641e+02,-3.304297201771648247e+02
-7.978490616118056096e+02,-3.386372949280846001e+02
-7.921697566037333900e+02,-3.465756637199046963e+02
-7.990341939779611948e+02,-3.551707391192081786e+02
-7.887323544486182527e+02,-3.623387948074114320e+02
-7.925209484720727460e+02,-3.709198077631228898e+02
-7.818005107310615358e+02,-3.772739020145274367e+02
-7.956475001871322092e+02,-3.881317979395621478e+02
-7.880037754541995128e+02,-3.948275112709209225e+02
-7.990267344726264582e+02,-4.062730898394305541e+02
-7.997640518685130928e+02,-4.154404800945818579e+02
-7.847574794186903091e+02,-4.194162631929209510e+02
-7.767583869273878463e+02,-4.251835389977149475e+02
-7.662859297402204675e+02,-4.295492611316824423e+02
-7.766545495982853708e+02,-4.428246649152323471e+02
-7.681336435108474916e+02,-4.478433405469501167e+02
-7.667563617437135690e+02,-4.562786957290858254e+02
-7.710684662005050996e+02,-4.681790574164135705e+02
-7.493405081260584666e+02,-4.647396816439298277e+02
-7.444584084935322608e+02,-4.709001202600720717e+02
-7.445433680384655872e+02,-4.805221251548410919e+02
-7.465816646458703190e+02,-4.920659388470099884e+02
-7.398465456512899436e+02,-4.972284858902298765e+02
-7.258128544065456254e+02,-4.959458839613080272e+02
-7.303672349289248587e+02,-5.107207203580326222e+02
-7.135044588955794325e+02,-5.057570318724702929e+02
-7.100270586156968875e+02,-5.133026532739095273e+02
-7.081689937348000967e+02,-5.229284861081650888e+02
-6.998731012738179516e+02,-5.255266837306844536e+02
-7.009419037187946060e+02,-5.395793486770875234e+02
-6.915071858523662058e+02,-5.407410424149865094e+02
-6.916788307264212108e+02,-5.551927243179203515e+02
-6.758632486841078162e+02,-5.464264859420852645e+02
-6.696236497327377037e+02,-5.515224790129519761e+02
-6.679411182304820613e+02,-5.648517675784609082e+02
-6.557845932442154435e+02,-5.596065192858371802e+02
-6.541351471780279780e+02,-5.746244357859751517e+02
-6.434002919173526607e+02,-5.711974595800782026e+02
-6.271449007777994211e+02,-5.529622229254268859e+02
-6.300275905468411111e+02,-5.821415949470133455e+02
-6.214915283719467425e+02,-5.829088692150379529e+02
-6.136982095521155998e+02,-5.857108156043022973e+02
-5.998339361158678003e+02,-5.658435554068935289e+02
-5.947667242277822197e+02,-5.773980109896003796e+02
-5.871882846000856944e+02,-5.796460203685940087e+02
-5.790929436164784647e+02,-5.790792686080999374e+02
-5.741173342655440592e+02,-6.007274770713256657e+02
-5.642590835861685719e+02,-5.877735164127043390e+02
-5.562377173462390374e+02,-5.882726806120265337e+02
-5.484044553387684573e+02,-5.934211049942528007e+02
-5.402278758337128011e+02,-5.937531338464691544e+02
-5.327833502196963309e+02,-5.624637337125705017e+02
-5.244029267197273612e+02,-5.836551710014149421e+02
-5.170772265085187200e+02,-5.769876812304718214e+02
-5.077205696145308025e+02,-5.906038081534112507e+02
-5.004759202464865666e+02,-5.840628707846814223e+02
-4.921780518159859525e+02,-5.851424204198494863e+02
-4.878328656096758777e+02,-5.671929839187392872e+02
-4.770855159534436893e+02,-5.792154279619616091e+02
-4.662823070537688750e+02,-5.881323289077417940e+02
-4.575990830750425857e+02,-5.879800377727643763e+02
-4.514778187957797968e+02,-5.801003453344812897e+02
-4.497271877800445168e+02,-5.619242863997956192e+02
-4.344600623765662704e+02,-5.781180143963209730e+02
-4.286239194794360401e+02,-5.708364147883510213e+02
-4.242408794614957515e+02,-5.612472150112234885e+02
-4.244217791335274796e+02,-5.441231244115568870e+02
-4.058392123119264170e+02,-5.610010075940992920e+02
-4.053293043872728276e+02,-5.462358988140570091e+02
-3.945235793230348236e+02,-5.481656129578769878e+02
-3.891488870267689890e+02,-5.417201152153536441e+02
-3.755175400931111653e+02,-5.462372337888542688e+02
-3.773543221032601878e+02,-5.307036402626624749e+02
-3.706613336108577528e+02,-5.261928795844850129e+02
-3.560049107166821614e+02,-5.301389539256598482e+02
-3.625242852691941380e+02,-5.115871006049143261e+02
-3.484657415636498854e+02,-5.140502972176269623e+02
